city,n_experiences,n_diplomas,highest_diploma_level,teacher_desc_len,teacher_avg_excl,course_title,course_description,course_code,course_level,course_desc_len,n_past_courses,course_desc_svd_0,course_desc_svd_1,course_desc_svd_2,course_desc_svd_3,course_desc_svd_4,course_desc_svd_5,course_desc_svd_6,course_desc_svd_7,course_desc_svd_8,course_desc_svd_9,course_desc_svd_10,course_desc_svd_11,course_desc_svd_12,course_desc_svd_13,course_desc_svd_14,course_desc_svd_15,course_desc_svd_16,course_desc_svd_17,course_desc_svd_18,course_desc_svd_19,number_of_stars
Paris,0.23265967404168,-0.6045656068736602,licence,2.0587999365778114,1.5744825850286506,Introduction a l'Intelligence Artificielle,,CS101,,-0.7658473366988273,-0.5776150180497315,-0.7323421622579663,0.0260319899599898,-0.1022830065545164,-0.0494663021820014,0.1220689570060067,0.0102630964204176,0.0547577316563239,-0.0311124004300615,0.0312850142862694,0.0176104347715358,-0.0329659797747015,0.015928027698927,0.0360354604032015,-0.0036163601107305,-0.0093002299137567,-0.0009771910028814,0.0066239706249072,-0.0189282501177941,-0.0238764110777679,-0.0486975907259552,0.9594906967396444
Paris,0.23265967404168,-0.6045656068736602,licence,2.0587999365778114,2.4408272696332056,Programmation Orientee Objet,,CS201,,-0.7658473366988273,-0.5776150180497315,-0.7323421622579663,0.0260319899599898,-0.1022830065545164,-0.0494663021820014,0.1220689570060067,0.0102630964204176,0.0547577316563239,-0.0311124004300615,0.0312850142862694,0.0176104347715358,-0.0329659797747015,0.015928027698927,0.0360354604032015,-0.0036163601107305,-0.0093002299137567,-0.0009771910028814,0.0066239706249072,-0.0189282501177941,-0.0238764110777679,-0.0486975907259552,-0.0621911838952227
Paris,0.23265967404168,-0.6045656068736602,licence,2.0587999365778114,1.8632641465635071,Algorithmique et Structures de Donnees,,CS202,,-0.7658473366988273,-0.5776150180497315,-0.7323421622579663,0.0260319899599898,-0.1022830065545164,-0.0494663021820014,0.1220689570060067,0.0102630964204176,0.0547577316563239,-0.0311124004300615,0.0312850142862694,0.0176104347715358,-0.0329659797747015,0.015928027698927,0.0360354604032015,-0.0036163601107305,-0.0093002299137567,-0.0009771910028814,0.0066239706249072,-0.0189282501177941,-0.0238764110777679,-0.0486975907259552,0.6189300698613562
Paris,0.23265967404168,-0.6045656068736602,licence,2.0587999365778114,1.285701023493801,Developpement Web avec JavaScript,,CS301,,-0.7658473366988273,-0.5776150180497315,-0.7323421622579663,0.0260319899599898,-0.1022830065545164,-0.0494663021820014,0.1220689570060067,0.0102630964204176,0.0547577316563239,-0.0311124004300615,0.0312850142862694,0.0176104347715358,-0.0329659797747015,0.015928027698927,0.0360354604032015,-0.0036163601107305,-0.0093002299137567,-0.0009771910028814,0.0066239706249072,-0.0189282501177941,-0.0238764110777679,-0.0486975907259552,1.3000513236179352
Paris,0.23265967404168,1.6540802001146182,certificat,-0.2335330830082022,0.7081379004241031,Programmation Orientee Objet,"Cours de base en programmation orientee objet, incluant la programmation en Java et C++. Axe sur les concepts de conception, les classes, les heritages et les interfaces.",,,2.1590189319147814,-0.5084810765445901,1.9128556243657435,-1.803363570619618,-0.928462019117652,1.253410419996959,1.908512702185205,0.8408289066151186,0.1122411004640017,0.4536909849544483,-0.2617035178118831,-0.5282831731826637,0.0081436911629256,0.0399341618214184,0.0191631284020282,0.3044623660158021,2.0673684775656413,0.1262666815345201,0.5396005350966853,1.5903520437679803,2.058217354535248,-1.266686593544338,0.9594906967396444
Paris,0.23265967404168,1.6540802001146182,certificat,-0.2335330830082022,1.1413102427263768,Developpement Web avec React,"Cours avance sur le developpement web avec React, incluant la creation d'interfaces utilisateur, le rendu, et l'utilisation de librairies.",,,1.608455869587514,-0.5084810765445901,0.3925471609927782,-0.9086624826218962,1.855719064198219,0.4761328045260118,-0.8114065205816099,1.2178056802957131,-2.620012716447057,-0.2908535033488168,0.0745429949418653,0.009709455779956,0.0166909882736942,-5.366293785314503,-3.012297526810301,0.4321614125997235,-1.6882091397001524,1.5856447335831951,-0.6690916445100384,0.5148647747336528,1.4972578080365466,0.7526015111641544,-0.0621911838952227
Paris,0.23265967404168,1.6540802001146182,certificat,-0.2335330830082022,1.5744825850286583,Algorithmes et Structures de Donnees,"Cours sur les algorithmes de base et les structures de donnees, avec des exemples pratiques et des exercices.",,,1.109508094353428,-0.5084810765445901,2.7755732038900316,3.177621121377953,0.6722863196281704,-1.0646102896879863,2.233269956400433,2.066185888125477,0.2211741533399962,3.690465736679269,2.3928783813430616,-0.1167403846755308,-1.3125617931649889,-1.2655758334042777,1.14460210095072,-3.149205244473262,0.1655913651524351,-0.6939227309145448,3.3553154766803788,0.1852642456996202,-0.3509921900613834,0.7008385928740124,-1.0838730645300898
Paris,0.23265967404168,1.6540802001146182,certificat,-0.2335330830082022,0.8525286811915277,Developpement en Python,"Cours de Python pour debutants, incluant la manipulation de donnees, les fonctions, et les classes.",,,0.9374571373761568,-0.5084810765445901,1.488392853307691,-0.5881432072815708,-0.2758512081995066,-0.3770249181292964,1.6029673225216128,-1.930910087807966,-1.6417394217637662,-1.191825867769225,-0.7813156461603502,2.324636114763488,-0.4672567152321715,-2.242013211518375,0.5070388784192564,1.5616462093836636,3.1506419339567144,-1.4283524086711037,1.0987273130108304,1.7671338302553676,0.0990869037815818,0.559819519434675,0.6189300698613562
Paris,0.23265967404168,-0.6045656068736602,doctorat,-0.5138903587849089,0.7081379004241031,Introduction aux Bases de Code,,,,-0.7658473366988273,-0.5776150180497315,-0.7323421622579663,0.0260319899599898,-0.1022830065545164,-0.0494663021820014,0.1220689570060067,0.0102630964204176,0.0547577316563239,-0.0311124004300615,0.0312850142862694,0.0176104347715358,-0.0329659797747015,0.015928027698927,0.0360354604032015,-0.0036163601107305,-0.0093002299137567,-0.0009771910028814,0.0066239706249072,-0.0189282501177941,-0.0238764110777679,-0.0486975907259552,1.3000513236179352
Paris,0.23265967404168,-0.6045656068736602,doctorat,-0.5138903587849089,1.285701023493809,Frameworks Web (React & Angular),,,,-0.7658473366988273,-0.5776150180497315,-0.7323421622579663,0.0260319899599898,-0.1022830065545164,-0.0494663021820014,0.1220689570060067,0.0102630964204176,0.0547577316563239,-0.0311124004300615,0.0312850142862694,0.0176104347715358,-0.0329659797747015,0.015928027698927,0.0360354604032015,-0.0036163601107305,-0.0093002299137567,-0.0009771910028814,0.0066239706249072,-0.0189282501177941,-0.0238764110777679,-0.0486975907259552,0.6189300698613562
